,invoice_id,city,customer_type,gender,product_line,unit_price,total,date,time,payment,rating,quantity_boxcox
210,888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,247.8735,1/25/2019,20:24,Ewallet,5.9,5.313457077557497
211,677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,881.307,1/16/2019,18:08,Cash,8.8,5.313457077557497
212,142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,484.89,3/20/2019,19:17,Ewallet,4.9,3.0149150175902197
213,656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,146.223,1/4/2019,13:24,Credit card,4.4,1.6668044209629331
214,891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,217.6335,3/11/2019,15:53,Cash,6.5,4.212101622901667
215,802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,19.194,3/22/2019,15:05,Credit card,8.3,0.0
216,560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,130.0425,3/24/2019,18:27,Cash,8.5,3.0149150175902197
217,319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,298.116,2/21/2019,16:55,Cash,5.5,1.6668044209629331
218,549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,796.908,2/12/2019,12:58,Ewallet,8.7,4.77269854135871
219,790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,180.621,3/10/2019,18:59,Credit card,7.9,1.6668044209629331
220,239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,285.705,1/31/2019,13:44,Ewallet,6.1,3.6279173241050797
221,468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,456.288,3/6/2019,13:46,Ewallet,5.4,4.212101622901667
222,389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,62.0025,2/17/2019,18:06,Cash,9.4,3.0149150175902197
223,279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,13.167,2/21/2019,12:38,Cash,8.2,0.0
224,213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,90.825,3/20/2019,15:56,Cash,6.2,0.8963814118829055
225,746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,183.036,1/11/2019,14:29,Credit card,9.7,0.8963814118829055
226,836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,655.5465,1/26/2019,19:14,Ewallet,4.0,5.313457077557497
227,583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,155.652,1/31/2019,16:24,Ewallet,9.7,2.365358807678416
228,466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,571.41,2/26/2019,10:52,Cash,5.3,3.6279173241050797
229,721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,532.728,3/11/2019,12:55,Ewallet,7.4,4.77269854135871
230,289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,170.877,1/26/2019,19:28,Cash,6.5,0.8963814118829055
231,545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,33.3585,3/12/2019,13:52,Credit card,8.7,1.6668044209629331
232,418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,794.6505,2/11/2019,10:54,Cash,8.0,5.313457077557497
233,269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,310.044,2/21/2019,18:31,Cash,6.7,2.365358807678416
234,157-13-5295,Yangon,Member,Male,Health and beauty,51.94,545.37,3/9/2019,18:24,Ewallet,6.5,5.837182227666667
235,645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,195.594,1/20/2019,18:09,Ewallet,4.1,0.8963814118829055
236,211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,91.4025,1/28/2019,15:16,Credit card,4.9,3.0149150175902197
237,755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,232.155,3/5/2019,17:07,Credit card,8.6,3.0149150175902197
238,346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,69.405,3/2/2019,19:26,Cash,4.3,3.0149150175902197
239,478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,94.1745,1/11/2019,11:20,Ewallet,4.9,0.0
240,540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,235.683,1/11/2019,16:49,Credit card,5.6,5.313457077557497
241,448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,125.517,3/11/2019,12:01,Credit card,5.8,0.8963814118829055
242,142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,195.72,2/28/2019,18:37,Credit card,6.0,0.8963814118829055
243,217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,263.13,1/5/2019,11:25,Cash,4.2,2.365358807678416
244,376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,788.508,2/2/2019,18:42,Credit card,8.3,4.77269854135871
245,530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,399.756,1/1/2019,14:47,Cash,5.7,4.77269854135871
246,866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,256.41,2/9/2019,19:43,Cash,4.8,1.6668044209629331
247,604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,94.185,1/23/2019,14:04,Ewallet,6.8,3.0149150175902197
248,799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,326.424,1/7/2019,16:11,Credit card,8.8,2.365358807678416
249,785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,536.991,1/14/2019,19:06,Credit card,4.2,4.212101622901667
250,845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,439.8975,2/2/2019,15:34,Ewallet,6.4,5.313457077557497
251,662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,369.495,3/17/2019,19:06,Credit card,8.4,5.837182227666667
252,883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,30.219,3/2/2019,19:44,Credit card,7.2,0.8963814118829055
253,290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,99.75,3/16/2019,11:22,Cash,5.2,2.365358807678416
254,704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,494.76,1/6/2019,11:23,Cash,8.9,4.77269854135871
255,110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,137.004,1/29/2019,14:12,Cash,9.0,2.365358807678416
256,366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,69.6675,1/31/2019,10:46,Credit card,9.7,0.0
257,729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,163.233,2/5/2019,10:16,Ewallet,8.7,3.6279173241050797
258,151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,135.45,2/13/2019,12:38,Ewallet,6.5,2.365358807678416
259,380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,276.948,2/7/2019,13:05,Credit card,6.9,2.365358807678416
260,850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,709.317,3/19/2019,13:25,Ewallet,6.2,5.313457077557497
261,821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,69.09,3/7/2019,14:53,Ewallet,5.6,2.365358807678416
262,655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,160.86,3/13/2019,19:22,Cash,5.7,2.365358807678416
263,447-15-7839,Yangon,Member,Female,Sports and travel,22.24,233.52,2/9/2019,11:00,Cash,4.2,5.837182227666667
264,154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,57.1725,2/26/2019,19:24,Ewallet,7.9,0.0
265,253-12-6086,Yangon,Member,Female,Sports and travel,98.4,723.24,3/12/2019,12:43,Credit card,8.7,4.212101622901667
266,808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,148.974,3/14/2019,17:22,Credit card,6.9,2.365358807678416
267,571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,783.3,1/8/2019,20:55,Cash,9.5,5.837182227666667
268,144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,297.108,1/5/2019,16:05,Credit card,4.4,2.365358807678416
269,731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,373.17,1/4/2019,13:34,Ewallet,7.0,5.837182227666667
270,783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,354.0075,3/6/2019,18:13,Ewallet,6.3,3.0149150175902197
271,687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,44.352,1/3/2019,19:17,Cash,9.7,0.8963814118829055
272,126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,203.553,1/7/2019,11:44,Credit card,8.8,5.313457077557497
273,633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,25.263,1/27/2019,15:51,Cash,5.1,0.8963814118829055
274,477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,628.173,2/26/2019,16:52,Ewallet,7.9,3.6279173241050797
275,566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,352.5795,1/7/2019,20:52,Cash,6.2,4.212101622901667
276,526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,229.11,1/7/2019,17:36,Cash,7.1,5.837182227666667
277,376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,400.764,2/2/2019,13:23,Ewallet,6.4,2.365358807678416
278,537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,745.395,3/20/2019,16:28,Cash,5.7,5.837182227666667
279,828-61-5674,Yangon,Member,Male,Sports and travel,44.02,462.21,3/20/2019,19:57,Credit card,9.6,5.837182227666667
280,136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,587.664,2/15/2019,17:01,Credit card,6.4,4.77269854135871
281,523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,38.85,3/6/2019,13:29,Credit card,7.9,0.0
282,490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,16.107,1/6/2019,11:09,Cash,6.5,0.0
283,667-92-0055,Yangon,Member,Male,Health and beauty,99.83,628.929,3/4/2019,15:02,Ewallet,8.5,3.6279173241050797
284,565-17-3836,Yangon,Member,Female,Health and beauty,47.67,200.214,3/12/2019,14:21,Cash,9.1,2.365358807678416
285,498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,350.07,2/20/2019,18:01,Cash,7.6,3.0149150175902197
286,593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,78.603,3/24/2019,14:49,Cash,6.9,0.0
287,226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,224.4375,1/31/2019,12:02,Cash,9.5,5.313457077557497
288,283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,356.5485,1/25/2019,13:30,Credit card,5.2,4.212101622901667
289,430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,697.368,2/3/2019,14:38,Cash,4.2,4.212101622901667
290,139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,423.15,1/24/2019,17:37,Credit card,7.0,5.837182227666667
291,558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,204.6975,3/14/2019,17:20,Ewallet,6.0,4.212101622901667
292,278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,65.604,2/18/2019,20:29,Cash,4.7,0.0
293,316-68-6352,Yangon,Member,Female,Food and beverages,36.36,76.356,1/21/2019,10:00,Cash,7.1,0.8963814118829055
294,585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,190.155,3/13/2019,11:46,Ewallet,5.9,5.837182227666667
295,211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,272.58,3/3/2019,13:42,Cash,7.5,3.0149150175902197
296,727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,121.128,3/29/2019,14:44,Cash,6.4,2.365358807678416
297,744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,493.794,1/10/2019,14:16,Ewallet,5.8,3.6279173241050797
298,307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,252.042,1/25/2019,15:54,Cash,4.5,2.365358807678416
299,779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,93.0405,1/19/2019,10:21,Cash,7.7,0.0
300,446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,209.622,1/2/2019,18:09,Credit card,6.7,0.8963814118829055
301,573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,40.9605,3/12/2019,16:46,Credit card,4.7,0.0
302,735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,51.0405,2/25/2019,15:31,Cash,4.4,0.0
303,439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,214.998,3/18/2019,17:15,Credit card,4.7,2.365358807678416
304,396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,125.664,2/23/2019,12:29,Cash,8.6,4.77269854135871
305,411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,530.67,3/26/2019,20:14,Ewallet,4.3,4.212101622901667
306,286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,295.6905,3/30/2019,13:22,Cash,9.6,4.212101622901667
307,803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,745.836,2/17/2019,17:09,Cash,4.1,4.77269854135871
308,512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,83.412,3/21/2019,10:40,Ewallet,4.7,1.6668044209629331
309,848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,172.011,3/5/2019,17:43,Cash,7.8,0.8963814118829055
310,532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,503.559,1/31/2019,14:04,Cash,5.5,3.6279173241050797
311,181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,145.593,2/5/2019,19:05,Ewallet,9.7,0.8963814118829055
312,870-76-1733,Yangon,Member,Female,Food and beverages,14.23,74.7075,2/1/2019,10:08,Credit card,4.4,3.0149150175902197
313,423-64-4619,Yangon,Member,Female,Health and beauty,15.55,146.9475,3/7/2019,13:12,Cash,5.0,5.313457077557497
314,227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,820.365,2/10/2019,20:51,Cash,4.4,5.837182227666667
315,174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,208.677,2/14/2019,17:29,Cash,5.2,0.8963814118829055
316,428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,66.402,2/9/2019,10:25,Cash,7.3,1.6668044209629331
317,603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,392.6475,1/10/2019,11:34,Cash,4.9,3.0149150175902197
318,704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,218.0745,3/11/2019,18:58,Credit card,8.1,4.212101622901667
319,787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,185.094,2/18/2019,16:28,Ewallet,8.4,2.365358807678416
320,649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,216.6885,2/26/2019,20:26,Cash,5.5,5.313457077557497
321,622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,41.391,1/18/2019,15:08,Cash,8.4,0.0
322,372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,96.138,2/15/2019,18:03,Ewallet,9.8,3.6279173241050797
323,563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,324.2925,3/8/2019,13:21,Cash,6.7,3.0149150175902197
324,746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,135.576,1/17/2019,12:48,Credit card,9.4,3.6279173241050797
325,276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,410.508,3/12/2019,19:53,Ewallet,6.4,2.365358807678416
326,815-11-1168,Yangon,Member,Male,Food and beverages,99.78,523.845,3/9/2019,19:09,Cash,5.4,3.0149150175902197
327,719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,395.892,3/12/2019,16:30,Cash,8.6,2.365358807678416
328,730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,214.746,1/25/2019,10:11,Credit card,4.0,2.365358807678416
329,340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,152.712,3/25/2019,13:07,Cash,7.6,2.365358807678416
330,868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,208.089,2/7/2019,18:48,Cash,6.8,5.313457077557497
331,634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,103.635,2/17/2019,17:27,Credit card,9.1,1.6668044209629331
332,566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,404.355,2/3/2019,15:59,Cash,5.5,3.0149150175902197
333,442-48-3607,Yangon,Member,Male,Food and beverages,23.48,49.308,3/14/2019,11:21,Credit card,7.9,0.8963814118829055
334,835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,77.175,3/24/2019,13:48,Ewallet,8.5,3.0149150175902197
335,527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,149.3625,3/21/2019,10:17,Credit card,9.1,3.0149150175902197
336,898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,721.98,3/19/2019,15:49,Ewallet,7.5,5.313457077557497
337,692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,365.085,2/24/2019,13:02,Cash,5.2,3.6279173241050797
338,633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,150.0975,3/28/2019,12:58,Credit card,9.5,1.6668044209629331
339,374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,404.649,2/5/2019,15:26,Credit card,8.9,5.313457077557497
340,378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,151.4835,2/10/2019,18:23,Credit card,7.8,1.6668044209629331
341,433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,411.3795,3/5/2019,19:06,Ewallet,8.9,4.212101622901667
342,873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,565.215,2/15/2019,20:21,Cash,7.7,4.212101622901667
343,416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,509.4075,1/30/2019,16:24,Ewallet,9.3,3.0149150175902197
344,150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,140.6475,2/14/2019,15:04,Cash,6.2,1.6668044209629331
345,135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,736.4385,2/27/2019,16:10,Ewallet,7.6,5.313457077557497
346,441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,75.5475,2/4/2019,12:14,Cash,7.3,0.0
347,725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,749.7,1/20/2019,10:13,Cash,4.7,4.77269854135871
348,531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,191.247,3/28/2019,17:38,Cash,5.1,4.212101622901667
349,400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,141.75,2/27/2019,11:06,Credit card,4.8,5.837182227666667
350,860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,1042.65,2/15/2019,14:53,Credit card,6.6,5.837182227666667
351,834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,379.9215,1/26/2019,18:22,Cash,5.5,4.212101622901667
352,115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,402.2655,3/14/2019,19:02,Credit card,8.5,4.212101622901667
353,565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,255.15,3/2/2019,14:16,Cash,4.8,5.313457077557497
354,320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,31.752,3/4/2019,15:44,Cash,8.4,0.0
355,889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,374.388,1/7/2019,12:20,Credit card,7.8,2.365358807678416
356,632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,394.275,3/8/2019,20:01,Credit card,9.3,5.837182227666667
357,554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,1002.12,1/9/2019,13:45,Cash,5.2,5.837182227666667
358,453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,86.625,3/1/2019,15:40,Ewallet,6.5,1.6668044209629331
359,578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,78.7185,3/16/2019,16:58,Cash,5.6,0.0
360,612-36-5536,Yangon,Member,Male,Food and beverages,80.96,680.064,2/17/2019,11:12,Credit card,7.4,4.77269854135871
361,605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,793.548,2/27/2019,15:12,Cash,9.1,4.77269854135871
362,471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,209.559,3/7/2019,20:37,Ewallet,8.0,0.8963814118829055
363,462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,461.286,1/21/2019,17:44,Cash,7.2,3.6279173241050797
364,272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,173.208,2/19/2019,16:23,Cash,7.1,2.365358807678416
365,834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,343.056,1/6/2019,12:12,Cash,9.1,2.365358807678416
366,122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,484.974,3/14/2019,19:33,Cash,5.6,5.313457077557497
367,468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,276.948,3/24/2019,10:29,Cash,6.0,2.365358807678416
368,613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,150.78,1/27/2019,14:28,Cash,5.4,5.837182227666667
369,254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,203.175,3/6/2019,12:46,Credit card,7.8,5.313457077557497
370,201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,193.011,2/2/2019,19:40,Cash,9.9,4.212101622901667
371,261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,128.016,1/25/2019,19:39,Credit card,4.9,0.8963814118829055
372,730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,441.693,3/14/2019,17:54,Ewallet,5.2,3.6279173241050797
373,382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,265.104,1/29/2019,12:25,Cash,8.9,3.6279173241050797
374,422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,352.2225,1/3/2019,16:47,Credit card,9.1,3.0149150175902197
375,667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,507.675,1/14/2019,12:52,Ewallet,7.0,3.0149150175902197
376,843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,334.341,1/5/2019,19:50,Credit card,9.6,5.313457077557497
377,743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,701.8515,2/22/2019,18:17,Ewallet,8.7,4.212101622901667
378,595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,407.316,2/6/2019,17:20,Ewallet,9.4,2.365358807678416
379,182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,99.33,1/30/2019,13:32,Credit card,4.0,2.365358807678416
380,289-15-7034,Yangon,Member,Male,Sports and travel,82.33,345.786,1/11/2019,10:37,Credit card,7.5,2.365358807678416
381,462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,55.881,3/19/2019,14:35,Cash,4.2,0.8963814118829055
382,868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,523.3725,1/14/2019,12:09,Cash,9.9,3.0149150175902197
383,153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,314.538,3/1/2019,15:32,Ewallet,4.2,2.365358807678416
384,662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,214.935,1/6/2019,13:58,Ewallet,9.9,3.0149150175902197
385,525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,79.611,1/31/2019,13:19,Cash,5.8,0.0
386,689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,294.651,3/11/2019,13:37,Cash,6.0,3.6279173241050797
387,725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,339.36,2/20/2019,16:49,Credit card,10.0,5.837182227666667
388,394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,510.9615,1/27/2019,14:55,Ewallet,9.5,5.313457077557497
389,596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,133.917,3/10/2019,14:04,Credit card,6.6,4.212101622901667
390,541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,253.512,2/15/2019,12:31,Cash,8.1,1.6668044209629331
391,173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,398.475,1/26/2019,14:51,Cash,9.7,5.837182227666667
392,563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,80.661,2/13/2019,18:27,Ewallet,7.2,0.0
393,308-47-4913,Yangon,Member,Female,Sports and travel,52.26,548.73,3/9/2019,12:45,Credit card,6.2,5.837182227666667
394,885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,83.727,3/6/2019,10:36,Ewallet,7.3,0.0
395,726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,406.875,1/24/2019,20:36,Ewallet,4.3,3.0149150175902197
396,316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,284.9175,3/13/2019,14:16,Ewallet,4.6,3.0149150175902197
397,760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,128.4255,3/15/2019,10:26,Cash,5.8,5.313457077557497
398,793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,258.678,3/5/2019,13:30,Credit card,8.3,3.6279173241050797
399,346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,181.818,3/4/2019,16:28,Cash,8.0,5.313457077557497
400,110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,248.409,3/25/2019,20:18,Credit card,9.4,3.6279173241050797
401,651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,194.124,3/12/2019,20:04,Credit card,6.2,2.365358807678416
402,236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,14.679,2/4/2019,13:38,Ewallet,9.8,0.0
403,831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,208.6875,2/22/2019,10:43,Ewallet,9.6,3.0149150175902197
404,587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,718.7565,2/16/2019,17:30,Ewallet,4.9,4.212101622901667
405,882-40-4577,Yangon,Member,Male,Sports and travel,67.26,282.492,1/19/2019,15:28,Credit card,8.0,2.365358807678416
406,732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,72.3975,1/11/2019,19:07,Credit card,7.8,3.0149150175902197
407,725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,288.582,1/4/2019,19:01,Cash,4.1,2.365358807678416
408,256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,237.426,3/4/2019,19:48,Ewallet,5.5,2.365358807678416
409,372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,125.055,1/28/2019,19:24,Ewallet,5.4,3.0149150175902197
410,244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,359.205,1/2/2019,13:00,Cash,5.1,5.837182227666667
411,569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,45.927,1/25/2019,14:29,Ewallet,6.9,0.8963814118829055
412,132-23-6451,Yangon,Member,Male,Health and beauty,20.97,110.0925,1/4/2019,13:21,Cash,7.8,3.0149150175902197
413,696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,81.396,3/10/2019,18:55,Ewallet,6.6,1.6668044209629331
414,472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,427.812,3/22/2019,19:36,Ewallet,9.2,4.77269854135871
415,268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,100.9155,1/25/2019,16:28,Ewallet,7.8,0.0
416,750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,190.596,1/8/2019,13:48,Credit card,8.7,2.365358807678416
417,186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,85.5855,1/22/2019,10:57,Ewallet,9.2,0.0
418,848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,120.162,1/12/2019,17:13,Ewallet,8.3,0.8963814118829055
419,745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,185.367,2/4/2019,10:23,Cash,8.2,4.212101622901667
420,266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,121.59,3/28/2019,13:57,Ewallet,7.5,1.6668044209629331
421,740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,264.7575,1/23/2019,13:29,Cash,9.8,1.6668044209629331
