,Real,Predicted,Set
37042,0,1,Train
18872,0,1,Train
24894,0,1,Train
59444,1,1,Train
38929,0,1,Train
17863,0,1,Train
16510,0,1,Train
47964,1,1,Train
883,0,1,Train
5627,0,1,Train
72117,1,1,Train
24295,0,1,Train
46248,1,1,Train
12948,0,1,Train
28240,1,1,Train
26163,0,1,Train
40169,0,1,Train
55496,1,1,Train
20870,0,1,Train
14212,0,1,Train
71050,1,1,Train
53877,1,1,Train
25400,0,1,Train
64631,1,1,Train
51395,1,1,Train
5052,0,1,Train
29090,0,1,Train
70913,1,1,Train
14395,0,1,Train
70953,1,1,Train
23217,0,1,Train
34893,0,1,Train
1163,0,1,Train
46100,1,1,Train
47288,1,1,Train
53437,1,1,Train
12758,0,1,Train
48862,1,1,Train
64015,1,1,Train
69246,1,1,Train
79156,1,1,Train
34972,0,1,Train
61149,1,1,Train
44824,1,1,Train
37865,0,1,Train
78256,1,1,Train
5494,0,1,Train
60216,1,1,Train
31967,0,1,Train
26903,0,1,Train
79280,1,1,Train
4377,0,1,Train
47103,1,1,Train
79197,1,1,Train
63559,1,1,Train
73789,1,1,Train
31142,0,1,Train
42566,1,1,Train
62922,1,1,Train
77685,1,1,Train
131,0,1,Train
45070,1,1,Train
72559,1,1,Train
19771,0,1,Train
58441,1,1,Train
47625,1,1,Train
50632,1,1,Train
26019,0,1,Train
64012,1,1,Train
20253,0,1,Train
48553,1,1,Train
60775,1,1,Train
27934,0,1,Train
63203,1,1,Train
2087,0,1,Train
37645,0,1,Train
14471,0,1,Train
52223,1,1,Train
64176,1,1,Train
59987,1,1,Train
13154,0,1,Train
36673,0,1,Train
48592,1,1,Train
15999,0,1,Train
3421,0,1,Train
58561,1,1,Train
472,0,1,Train
70150,1,1,Train
64401,1,1,Train
32997,0,1,Train
80303,1,1,Train
54439,1,1,Train
61019,1,1,Train
69686,1,1,Train
47746,1,1,Train
76809,1,1,Train
35376,0,1,Train
63990,1,1,Train
11383,0,1,Train
35216,0,1,Train
16452,0,1,Train
58178,1,1,Train
74376,1,1,Train
26305,0,1,Train
62025,1,1,Train
33237,0,1,Train
30035,0,1,Train
6653,0,1,Train
31637,0,1,Train
28313,0,1,Train
47152,1,1,Train
7080,0,1,Train
41771,1,1,Train
16109,1,1,Train
70882,1,1,Train
52283,1,1,Train
10201,0,1,Train
77982,1,1,Train
53264,1,1,Train
3541,0,1,Train
49562,1,1,Train
14555,0,1,Train
18397,0,1,Train
16195,0,1,Train
28374,0,1,Train
34144,1,1,Train
39046,0,1,Train
15242,0,1,Train
43970,1,1,Train
17086,0,1,Train
55378,1,1,Train
27406,0,1,Train
21913,0,1,Train
45391,1,1,Train
19604,0,1,Train
46800,1,1,Train
6809,0,1,Train
43054,1,1,Train
22297,0,1,Train
42560,1,1,Train
79940,1,1,Train
75872,1,1,Train
74471,1,1,Train
76992,1,1,Train
80025,1,1,Train
748,0,1,Train
61119,1,1,Train
37502,0,1,Train
47158,1,1,Train
73939,1,1,Train
66073,1,1,Train
56486,1,1,Train
14996,0,1,Train
11083,0,1,Train
40595,0,1,Train
57793,1,1,Train
62095,1,1,Train
49493,1,1,Train
55607,1,1,Train
35492,0,1,Train
38689,0,1,Train
34614,0,1,Train
4961,0,1,Train
79136,1,1,Train
75070,1,1,Train
50032,1,1,Train
55536,1,1,Train
49021,1,1,Train
62018,1,1,Train
4488,0,1,Train
73401,1,1,Train
26392,0,1,Train
3245,0,1,Train
24709,0,1,Train
48414,1,1,Train
30191,0,1,Train
24953,0,1,Train
43571,1,1,Train
50891,1,1,Train
67048,1,1,Train
70104,1,1,Train
76610,1,1,Train
16698,0,1,Train
5980,0,1,Train
40579,0,1,Train
28020,0,1,Train
6452,0,1,Train
7070,0,1,Train
77662,1,1,Train
1482,0,1,Train
879,0,1,Train
35325,0,1,Train
53035,1,1,Train
49034,1,1,Train
31221,1,1,Train
61460,1,1,Train
16675,0,1,Train
5701,0,1,Train
36678,0,1,Train
21121,0,1,Train
56804,1,1,Train
57824,1,1,Train
15286,0,1,Train
46817,1,1,Train
46198,1,1,Train
37183,0,1,Train
42826,1,1,Train
43437,1,1,Train
75270,1,1,Train
50695,1,1,Train
67410,1,1,Train
52338,1,1,Train
32373,0,1,Train
61838,1,1,Train
79493,1,1,Train
73464,1,1,Train
53872,1,1,Train
631,0,1,Train
57603,1,1,Train
23543,0,1,Train
47630,1,1,Train
71007,1,1,Train
72547,1,1,Train
39691,0,1,Train
56012,1,1,Train
69926,1,1,Train
38730,0,1,Train
58306,1,1,Train
52369,1,1,Train
80620,1,1,Train
8471,0,1,Train
15340,0,1,Train
38590,0,1,Train
75738,1,1,Train
46484,1,1,Train
42175,1,1,Train
22876,1,1,Train
46063,1,1,Train
51781,1,1,Train
46757,1,1,Train
9814,0,1,Train
40019,0,1,Train
2943,0,1,Train
65613,1,1,Train
51927,1,1,Train
66931,1,1,Train
46552,1,1,Train
20259,0,1,Train
11876,0,1,Train
51013,1,1,Train
64076,1,1,Train
74834,1,1,Train
73611,1,1,Train
69303,1,1,Train
64668,1,1,Train
24027,0,1,Train
18399,0,1,Train
77255,1,1,Train
47359,1,1,Train
45438,1,1,Train
76078,1,1,Train
52577,1,1,Train
3455,0,1,Train
9899,0,1,Train
49913,1,1,Train
47978,1,1,Train
8648,0,1,Train
568,0,1,Train
8295,0,1,Train
75125,1,1,Train
65814,1,1,Train
8632,0,1,Train
35876,0,1,Train
1820,0,1,Train
62825,1,1,Train
74991,1,1,Train
19574,0,1,Train
30155,0,1,Train
47393,1,1,Train
7708,0,1,Train
18754,0,1,Train
59637,1,1,Train
59000,1,1,Train
78551,1,1,Train
49787,1,1,Train
11671,0,1,Train
56924,1,1,Train
61543,1,1,Train
27814,0,1,Train
36585,0,1,Train
43423,1,1,Train
25501,0,1,Train
17162,0,1,Train
52228,1,1,Train
48129,1,1,Train
77840,1,1,Train
72321,1,1,Train
66592,1,1,Train
62160,1,1,Train
59587,1,1,Train
53594,1,1,Train
36987,0,1,Train
32950,0,1,Train
70244,1,1,Train
48816,1,1,Train
76615,1,1,Train
52303,1,1,Train
33504,0,1,Train
42813,1,1,Train
18491,0,1,Train
8452,0,1,Train
12309,0,1,Train
40095,0,1,Train
77289,1,1,Train
38991,0,1,Train
41130,1,1,Train
46583,1,1,Train
12897,0,1,Train
26486,0,1,Train
60401,1,1,Train
21953,0,1,Train
27562,0,1,Train
73673,1,1,Train
33421,0,1,Train
12443,0,1,Train
75307,1,1,Train
43575,1,1,Train
60651,1,1,Train
26150,0,1,Train
47471,1,1,Train
72003,1,1,Train
77731,1,1,Train
1357,0,1,Train
6838,0,1,Train
75199,1,1,Train
73473,1,1,Train
24211,0,1,Train
3149,0,1,Train
10177,1,1,Train
43696,1,1,Train
74788,1,1,Train
18791,0,1,Train
7361,0,1,Train
67039,1,1,Train
60672,1,1,Train
33194,0,1,Train
35555,0,1,Train
4759,0,1,Train
34970,0,1,Train
37864,0,1,Train
59569,1,1,Train
10090,0,1,Train
59227,1,1,Train
12711,0,1,Train
27983,0,1,Train
27474,0,1,Train
29294,0,1,Train
35535,0,1,Train
11261,0,1,Train
29198,0,1,Train
60389,1,1,Train
6957,0,1,Train
50005,1,1,Train
47911,1,1,Train
8021,0,1,Train
41980,1,1,Train
74504,1,1,Train
2874,0,1,Train
52866,1,1,Train
68421,1,1,Train
59581,1,1,Train
49020,1,1,Train
16613,0,1,Train
32725,0,1,Train
56949,1,1,Train
33853,0,1,Train
41399,1,1,Train
66755,1,1,Train
63391,1,1,Train
40411,0,1,Train
64220,1,1,Train
34458,0,1,Train
61666,1,1,Train
71413,1,1,Train
17114,0,1,Train
44756,1,1,Train
3227,0,1,Train
67458,1,1,Train
4892,0,1,Train
31464,0,1,Train
50401,1,1,Train
54846,1,1,Train
38391,0,1,Train
75412,1,1,Train
29262,0,1,Train
78361,1,1,Train
17477,0,1,Train
60382,1,1,Train
30800,0,1,Train
33894,0,1,Train
31859,0,1,Train
73790,1,1,Train
14359,0,1,Train
45188,1,1,Train
14474,0,1,Train
22514,0,1,Train
51847,1,1,Train
76330,1,1,Train
46786,1,1,Train
65926,1,1,Train
26776,0,1,Train
79460,1,1,Train
58893,1,1,Train
45164,1,1,Train
69048,1,1,Train
43230,1,1,Train
22548,0,1,Train
32871,0,1,Train
10650,0,1,Train
35004,0,1,Train
51635,1,1,Train
21261,0,1,Train
5746,0,1,Train
6245,0,1,Train
375,0,1,Train
64383,1,1,Train
33018,0,1,Train
15744,0,1,Train
52012,1,1,Train
6243,0,1,Train
13529,0,1,Train
8481,0,1,Train
67436,1,1,Train
15143,0,1,Train
64902,1,1,Train
56279,1,1,Train
35872,0,1,Train
65190,1,1,Train
46604,1,1,Train
62739,1,1,Train
69515,1,1,Train
76031,1,1,Train
3597,0,1,Train
4326,0,1,Train
17104,0,1,Train
72627,1,1,Train
27668,0,1,Train
73192,1,1,Train
1393,0,1,Train
48309,1,1,Train
20276,0,1,Train
3315,0,1,Train
54468,1,1,Train
19400,0,1,Train
65866,1,1,Train
27708,0,1,Train
52952,1,1,Train
20550,0,1,Train
70866,1,1,Train
43889,1,1,Train
29808,0,1,Train
67968,1,1,Train
17473,0,1,Train
1871,0,1,Train
17777,0,1,Train
73050,1,1,Train
34140,0,1,Train
40306,0,1,Train
55678,1,1,Train
11623,0,1,Train
64609,1,1,Train
8182,0,1,Train
79689,1,1,Train
11786,0,1,Train
26937,0,1,Train
79883,1,1,Train
76556,1,1,Train
59905,1,1,Train
1406,0,1,Train
34667,1,1,Train
74340,1,1,Train
49739,1,1,Train
79361,1,1,Train
36888,0,1,Train
75164,1,1,Train
9063,0,1,Train
4867,0,1,Train
52176,1,1,Train
40009,0,1,Train
77559,1,1,Train
30660,0,1,Train
30487,0,1,Train
23658,0,1,Train
17435,0,1,Train
32757,0,1,Train
26033,0,1,Train
68956,1,1,Train
5509,0,1,Train
72842,1,1,Train
4727,0,1,Train
50256,1,1,Train
64319,1,1,Train
20451,0,1,Train
50537,1,1,Train
1127,0,1,Train
52637,1,1,Train
49587,1,1,Train
3920,0,1,Train
42803,1,1,Train
78789,1,1,Train
30637,0,1,Train
25643,0,1,Train
36953,0,1,Train
49370,1,1,Train
31136,1,1,Train
19261,1,1,Train
49463,1,1,Train
35821,0,1,Train
74176,1,1,Train
57318,1,1,Train
28431,0,1,Train
56577,1,1,Train
13497,0,1,Train
11710,0,1,Train
64393,1,1,Train
10230,0,1,Train
47601,1,1,Train
62295,1,1,Train
46498,1,1,Train
72774,1,1,Train
6915,0,1,Train
59142,1,1,Train
6848,0,1,Train
15450,0,1,Train
24369,0,1,Train
66247,1,1,Train
57425,1,1,Train
76228,1,1,Train
35014,0,1,Train
9312,0,1,Train
73488,1,1,Train
62529,1,1,Train
34687,0,1,Train
7629,0,1,Train
63702,1,1,Train
7292,0,1,Train
37392,0,1,Train
13521,0,1,Train
38924,0,1,Train
28236,0,1,Train
16844,0,1,Train
40960,1,1,Train
68715,1,1,Train
65806,1,1,Train
60885,1,1,Train
30207,0,1,Train
49536,1,1,Train
29656,0,1,Train
8249,0,1,Train
80294,1,1,Train
58208,1,1,Train
76136,1,1,Train
51629,1,1,Train
31233,0,1,Train
29704,0,1,Train
80278,1,1,Train
56489,1,1,Train
68468,1,1,Train
16062,0,1,Train
2705,0,1,Train
36143,0,1,Train
61258,1,1,Train
51398,1,1,Train
58853,1,1,Train
75148,1,1,Train
39089,0,1,Train
69509,1,1,Train
78989,1,1,Train
14545,0,1,Train
65461,1,1,Train
23261,0,1,Train
49479,1,1,Train
65447,1,1,Train
9672,0,1,Train
25536,0,1,Train
51625,1,1,Train
34163,0,1,Train
79400,1,1,Train
29089,0,1,Train
16717,0,1,Train
8412,0,1,Train
21466,0,1,Train
4199,0,1,Train
74718,1,1,Train
42236,1,1,Train
62822,1,1,Train
42622,1,1,Train
29088,0,1,Train
13024,0,1,Train
27530,0,1,Train
54156,1,1,Train
5665,0,1,Train
47102,1,1,Train
63641,1,1,Train
20411,0,1,Train
31040,0,1,Train
52639,1,1,Train
62891,1,1,Train
36011,0,1,Train
42117,1,1,Train
24174,0,1,Train
15463,0,1,Train
55712,1,1,Train
9227,0,1,Train
37761,0,1,Train
49418,1,1,Train
77305,1,1,Train
63686,1,1,Train
22862,0,1,Train
8636,0,1,Train
11642,0,1,Train
18763,0,1,Train
23042,0,1,Train
65599,1,1,Train
28678,0,1,Train
5936,0,1,Train
55583,1,1,Train
56981,1,1,Train
959,0,1,Train
23613,0,1,Train
14790,0,1,Train
76199,1,1,Train
58217,1,1,Train
75966,1,1,Train
7581,0,1,Train
17582,0,1,Train
5518,0,1,Train
56685,1,1,Train
49918,1,1,Train
16502,0,1,Train
77340,1,1,Train
8704,0,1,Train
57723,1,1,Train
48532,1,1,Train
62178,1,1,Train
59594,1,1,Train
67916,1,1,Train
7462,0,1,Train
13924,0,1,Train
36616,0,1,Train
66823,1,1,Train
10459,0,1,Train
19035,0,1,Train
2158,0,1,Train
39914,0,1,Train
47712,1,1,Train
30532,0,1,Train
52961,1,1,Train
59065,1,1,Train
2741,0,1,Train
15617,0,1,Train
63934,1,1,Train
38914,0,1,Train
13930,0,1,Train
43584,1,1,Train
35628,0,1,Train
52121,1,1,Train
23992,0,1,Train
59689,1,1,Train
60203,1,1,Train
57000,1,1,Train
12852,0,1,Train
77955,1,1,Train
23067,0,1,Train
65309,1,1,Train
60897,1,1,Train
78530,1,1,Train
14064,0,1,Train
39956,0,1,Train
30989,0,1,Train
63313,1,1,Train
27088,0,1,Train
66973,1,1,Train
45686,1,1,Train
55353,1,1,Train
44904,1,1,Train
24378,0,1,Train
239,0,1,Train
56121,1,1,Train
47283,1,1,Train
39495,1,1,Train
42063,1,1,Train
54458,1,1,Train
33768,0,1,Train
69301,1,1,Train
35560,0,1,Train
25442,0,1,Train
24780,0,1,Train
15277,0,1,Train
33051,0,1,Train
25344,0,1,Train
41342,1,1,Train
79945,1,1,Train
41630,1,1,Train
50441,1,1,Train
47357,1,1,Train
15536,0,1,Train
42250,1,1,Train
12383,0,1,Train
57812,1,1,Train
15433,0,1,Train
64235,1,1,Train
6580,0,1,Train
45755,1,1,Train
46810,1,1,Train
26024,0,1,Train
21251,0,1,Train
74287,1,1,Train
40383,0,1,Train
64894,1,1,Train
60144,1,1,Train
18549,0,1,Train
38063,0,1,Train
35334,0,1,Train
29012,0,1,Train
14960,0,1,Train
56602,1,1,Train
15016,0,1,Train
31443,0,1,Train
67459,1,1,Train
14737,0,1,Train
18921,0,1,Train
2185,0,1,Train
13883,0,1,Train
61972,1,1,Train
47008,1,1,Train
67997,1,1,Train
11841,0,1,Train
16527,0,1,Train
45410,1,1,Train
5802,0,1,Train
50745,1,1,Train
20088,0,1,Train
6847,0,1,Train
19095,0,1,Train
30426,0,1,Train
18469,0,1,Train
78159,1,1,Train
70596,1,1,Train
24381,0,1,Train
14427,0,1,Train
30202,0,1,Train
16112,0,1,Train
75169,1,1,Train
54420,1,1,Train
11578,0,1,Train
60219,1,1,Train
51729,1,1,Train
66123,1,1,Train
54902,1,1,Train
2569,0,1,Train
38200,0,1,Train
71996,1,1,Train
58060,1,1,Train
56504,1,1,Train
71225,1,1,Train
62736,1,1,Train
58700,1,1,Train
35468,0,1,Train
49412,1,1,Train
53033,1,1,Train
71064,1,1,Train
65385,1,1,Train
45184,1,1,Train
41047,1,1,Train
2007,0,1,Train
35460,0,1,Train
50163,1,1,Train
8807,0,1,Train
8870,0,1,Train
72475,1,1,Train
60398,1,1,Train
26890,0,1,Train
20477,0,1,Train
20697,0,1,Train
68061,1,1,Train
35002,0,1,Train
52773,1,1,Train
13914,0,1,Train
25679,0,1,Train
56213,1,1,Train
72089,1,1,Train
62916,1,1,Train
6788,0,1,Train
12895,0,1,Train
8379,0,1,Train
69473,1,1,Train
29449,0,1,Train
65502,1,1,Train
45709,1,1,Train
40413,0,1,Train
9848,0,1,Train
39645,0,1,Train
40418,0,1,Train
28297,0,1,Train
65236,1,1,Train
67011,1,1,Train
72385,1,1,Train
10653,0,1,Train
15551,0,1,Train
1470,0,1,Train
47095,1,1,Train
14933,0,1,Train
19413,0,1,Train
24327,0,1,Train
80344,1,1,Train
51930,1,1,Train
65752,1,1,Train
65576,1,1,Train
32681,0,1,Train
37093,0,1,Train
25429,0,1,Train
59602,1,1,Train
51816,1,1,Train
73094,1,1,Train
7221,0,1,Train
25885,0,1,Train
67597,1,1,Train
59126,1,1,Train
51777,1,1,Train
25809,0,1,Train
4893,0,1,Train
58625,1,1,Train
7336,0,1,Train
31486,0,1,Train
71620,1,1,Train
4542,0,1,Train
53147,1,1,Train
54060,1,1,Train
73266,1,1,Train
29488,0,1,Train
30874,0,1,Train
70682,1,1,Train
49526,1,1,Train
18152,0,1,Train
34192,0,1,Train
55128,1,1,Train
63225,1,1,Train
25862,0,1,Train
2385,0,1,Train
11771,0,1,Train
30900,0,1,Train
78248,1,1,Train
44318,1,1,Train
6158,0,1,Train
77942,1,1,Train
42490,1,1,Train
60819,1,1,Train
62481,1,1,Train
51382,1,1,Train
39326,0,1,Train
29267,0,1,Train
29770,0,1,Train
37658,0,1,Train
29780,0,1,Train
30299,0,1,Train
66355,1,1,Train
7753,0,1,Train
33874,0,1,Train
75523,1,1,Train
67147,1,1,Train
618,0,1,Train
34919,0,1,Train
23820,0,1,Train
5085,0,1,Train
12399,0,1,Train
29145,0,1,Train
51152,1,1,Train
3446,0,1,Train
18769,0,1,Train
39294,0,1,Train
36505,0,1,Train
45544,1,1,Train
52990,1,1,Train
31445,0,1,Train
14267,0,1,Train
20853,0,1,Train
22806,0,1,Train
52412,1,1,Train
66231,1,1,Train
76696,1,1,Train
70095,1,1,Train
46820,1,1,Train
11024,0,1,Train
70544,1,1,Train
69698,1,1,Train
3337,0,1,Train
7063,0,1,Train
13232,0,1,Train
72290,1,1,Train
6355,0,1,Train
66065,1,1,Train
26550,0,1,Train
59457,1,1,Train
67793,1,1,Train
78889,1,1,Train
18125,0,1,Train
49310,1,1,Train
33681,0,1,Train
38144,0,1,Train
34561,0,1,Train
56099,1,1,Train
61111,1,1,Train
19502,0,1,Train
30019,0,1,Train
36223,0,1,Train
32079,0,1,Train
4365,0,1,Train
33789,0,1,Train
65156,1,1,Train
67733,1,1,Train
38021,0,1,Train
55172,1,1,Train
32386,0,1,Train
4130,0,1,Train
70381,1,1,Train
25371,0,1,Train
37856,0,1,Train
71261,1,1,Train
9352,0,1,Train
43431,1,1,Train
48828,1,1,Train
80544,1,1,Train
43523,1,1,Train
3016,0,1,Train
34230,0,1,Train
13378,0,1,Train
53199,1,1,Train
75328,1,1,Train
21798,0,1,Train
28326,0,1,Train
17683,0,1,Train
72662,1,1,Train
73633,1,1,Train
49707,1,1,Train
44581,1,1,Train
64308,1,1,Train
22980,0,1,Train
11875,0,1,Train
69585,1,1,Train
14124,0,1,Train
31374,0,1,Train
64964,1,1,Train
7980,0,1,Train
52339,1,1,Train
72207,1,1,Train
56438,1,1,Train
63377,1,1,Train
6161,0,1,Train
8305,0,1,Train
56903,1,1,Train
10710,0,1,Train
55910,1,1,Train
28852,0,1,Train
33522,0,1,Train
33908,0,1,Train
53301,1,1,Train
74594,1,1,Train
32142,0,1,Train
15845,0,1,Train
38058,0,1,Train
32660,0,1,Train
54830,1,1,Train
27441,0,1,Train
80034,1,1,Train
68952,1,1,Train
59774,1,1,Train
53805,1,1,Train
44615,1,1,Train
17943,0,1,Train
68739,1,1,Train
71971,1,1,Train
28099,0,1,Train
66822,1,1,Train
40188,0,1,Train
6539,0,1,Train
10675,0,1,Train
59552,1,1,Train
11601,0,1,Train
28661,0,1,Train
34009,0,1,Train
8031,0,1,Train
60556,1,1,Train
11719,0,1,Train
3503,0,1,Train
17109,1,1,Train
29223,0,1,Train
73281,1,1,Train
70785,1,1,Train
34260,0,1,Train
51239,1,1,Train
56197,1,1,Train
13983,0,1,Train
11763,0,1,Train
2034,0,1,Train
15138,0,1,Train
1899,0,1,Train
80169,1,1,Train
12234,0,1,Train
35277,0,1,Train
68081,1,1,Train
42212,1,1,Train
27880,0,1,Train
67734,1,1,Train
13433,0,1,Train
16339,0,1,Train
42887,1,1,Train
6198,0,1,Train
69140,1,1,Train
66183,1,1,Train
43076,1,1,Train
11699,0,1,Train
4242,0,1,Train
42286,1,1,Train
12119,0,1,Train
66086,1,1,Train
64113,1,1,Train
41692,1,1,Train
16324,0,1,Train
18248,0,1,Train
71967,1,1,Train
34241,0,1,Train
21646,0,1,Train
27986,0,1,Train
25190,0,1,Train
15633,0,1,Train
4693,0,1,Train
61833,1,1,Train
70175,1,1,Train
21449,0,1,Train
19917,0,1,Train
53187,1,1,Train
13835,0,1,Train
54640,1,1,Train
10453,0,1,Train
1558,0,1,Train
22271,0,1,Train
16016,0,1,Train
73075,1,1,Train
51173,1,1,Train
30517,0,1,Train
80734,1,1,Train
34437,0,1,Train
44734,1,1,Train
59120,1,1,Train
40152,0,1,Train
31737,0,1,Train
45115,1,1,Train
24333,0,1,Train
26704,0,1,Train
38617,0,1,Train
67589,1,1,Train
1827,0,1,Train
51373,1,1,Train
65452,1,1,Train
44774,1,1,Train
10859,0,1,Train
58948,1,1,Train
62616,1,1,Train
33543,0,1,Train
36038,0,1,Train
54283,1,1,Train
70438,1,1,Train
7751,0,1,Train
17707,1,1,Train
16655,0,1,Train
60787,1,1,Train
26604,0,1,Train
32424,0,1,Train
15253,0,1,Train
65744,1,1,Train
78694,1,1,Train
25927,0,1,Train
25873,0,1,Train
58921,1,1,Train
45216,1,1,Train
49120,1,1,Train
30667,0,1,Train
57822,1,1,Train
53762,1,1,Train
72453,1,1,Train
16320,0,1,Train
37551,0,1,Train
12652,0,1,Train
14609,0,1,Train
66688,1,1,Train
65944,1,1,Train
46364,1,1,Train
33023,1,1,Train
48832,1,1,Train
17866,0,1,Train
77199,1,1,Train
70208,1,1,Train
26858,0,1,Train
73227,1,1,Train
59672,1,1,Train
47075,1,1,Train
77486,1,1,Train
186,0,1,Train
66127,1,1,Train
67327,1,1,Train
62258,1,1,Train
70187,1,1,Train
67952,1,1,Train
76817,1,1,Train
54163,1,1,Train
35558,0,1,Train
304,0,1,Train
72919,1,1,Train
28006,0,1,Train
80095,1,1,Train
38064,0,1,Train
39245,0,1,Train
37498,0,1,Train
6327,0,1,Train
75460,1,1,Train
19743,0,1,Train
49327,1,1,Train
32782,0,1,Train
18119,0,1,Train
49373,1,1,Train
11918,0,1,Train
20367,0,1,Train
33189,0,1,Train
64924,1,1,Train
26263,0,1,Train
5332,0,1,Train
77065,1,1,Train
59005,1,1,Train
50270,1,1,Train
48948,1,1,Train
1469,0,1,Train
55202,1,1,Train
42199,1,1,Train
68564,1,1,Train
8785,0,1,Train
37651,0,1,Train
50750,1,1,Train
39670,0,1,Train
24584,0,1,Train
69628,1,1,Train
39195,0,1,Train
23739,0,1,Train
64710,1,1,Train
28345,0,1,Train
58763,1,1,Train
33805,0,1,Train
23497,0,1,Train
78816,1,1,Train
18655,0,1,Train
50407,1,1,Train
69788,1,1,Train
64626,1,1,Train
34317,0,1,Train
8655,0,1,Train
13591,0,1,Train
63533,1,1,Train
64050,1,1,Train
9618,0,1,Train
60917,1,1,Train
5187,0,1,Train
62775,1,1,Train
24141,0,1,Train
12157,0,1,Train
6076,0,1,Train
52946,1,1,Train
3349,0,1,Train
66035,1,1,Train
36066,0,1,Train
71444,1,1,Train
42935,1,1,Train
75569,1,1,Train
53047,1,1,Train
61670,1,1,Train
11396,0,1,Train
42561,1,1,Train
6085,0,1,Train
1427,0,1,Train
69654,1,1,Train
56097,1,1,Train
59325,1,1,Train
79126,1,1,Train
62042,1,1,Train
40886,0,1,Train
56980,1,1,Train
75291,1,1,Train
38352,0,1,Train
49529,1,1,Train
4559,0,1,Train
11632,0,1,Train
51110,1,1,Train
47134,1,1,Train
8084,0,1,Train
73383,1,1,Train
74103,1,1,Train
1453,0,1,Train
34279,0,1,Train
31082,0,1,Train
50834,1,1,Train
37584,0,1,Train
77809,1,1,Train
59996,1,1,Train
77532,1,1,Train
20894,0,1,Train
63434,1,1,Train
47082,1,1,Train
54522,1,1,Train
9040,0,1,Train
44977,1,1,Train
45008,1,1,Train
31596,0,1,Train
52279,1,1,Train
35000,0,1,Train
54507,1,1,Train
34909,0,1,Train
56482,1,1,Train
6600,0,1,Train
28895,0,1,Train
25830,0,1,Train
70550,1,1,Train
51689,1,1,Train
17852,0,1,Train
9979,0,1,Train
72468,1,1,Train
51960,1,1,Train
33804,0,1,Train
74588,1,1,Train
65541,1,1,Train
18551,0,1,Train
7429,0,1,Train
30335,0,1,Train
15027,0,1,Train
17983,0,1,Train
16634,0,1,Train
32680,0,1,Train
60041,1,1,Train
33942,0,1,Train
4817,0,1,Train
51380,1,1,Train
28826,0,1,Train
6275,0,1,Train
34490,0,1,Train
64536,1,1,Train
19682,0,1,Train
25786,0,1,Train
24319,0,1,Train
11965,0,1,Train
38251,0,1,Train
50608,1,1,Train
32258,0,1,Train
4362,0,1,Train
50819,1,1,Train
63102,1,1,Train
7090,0,1,Train
34962,0,1,Train
54107,1,1,Train
939,0,1,Train
13196,0,1,Train
54496,1,1,Train
33285,0,1,Train
48176,1,1,Train
65837,1,1,Train
33730,0,1,Train
79663,1,1,Train
52183,1,1,Train
48839,1,1,Train
67531,1,1,Train
73364,1,1,Train
9125,0,1,Train
59375,1,1,Train
16539,0,1,Train
35796,0,1,Train
77836,1,1,Train
55022,1,1,Train
65299,1,1,Train
3144,0,1,Train
1790,0,1,Train
44798,1,1,Train
64119,1,1,Train
35173,0,1,Train
7576,0,1,Train
60793,1,1,Train
77351,1,1,Train
36718,0,1,Train
15066,0,1,Train
65339,1,1,Train
79071,1,1,Train
24375,1,1,Train
31307,0,1,Train
47938,1,1,Train
32652,0,1,Train
31539,0,1,Train
29027,0,1,Train
57356,1,1,Train
10880,0,1,Train
70950,1,1,Train
70161,1,1,Train
16929,0,1,Train
56493,1,1,Train
68287,1,1,Train
78755,1,1,Train
32257,0,1,Train
10717,0,1,Train
2748,0,1,Train
33651,0,1,Train
54832,1,1,Train
69311,1,1,Train
69295,1,1,Train
1886,0,1,Train
73106,1,1,Train
14232,0,1,Train
30577,0,1,Train
67322,1,1,Train
49992,1,1,Train
59041,1,1,Train
65997,1,1,Train
78173,1,1,Train
64370,1,1,Train
70110,1,1,Train
74497,1,1,Train
42532,1,1,Train
13656,0,1,Train
46331,1,1,Train
23479,0,1,Train
24987,0,1,Train
23890,0,1,Train
65125,1,1,Train
11970,0,1,Train
69673,1,1,Train
70337,1,1,Train
47991,1,1,Train
2993,0,1,Train
32434,0,1,Train
45150,1,1,Train
66544,1,1,Train
61857,1,1,Train
52242,1,1,Train
51456,1,1,Train
34257,0,1,Train
31894,0,1,Train
56991,1,1,Train
7212,0,1,Train
9911,0,1,Train
10793,0,1,Train
33720,0,1,Train
49728,1,1,Train
69174,1,1,Train
8528,0,1,Train
51758,1,1,Train
25045,0,1,Train
6117,1,1,Train
18483,0,1,Train
14322,0,1,Train
1709,0,1,Train
62340,1,1,Train
48986,1,1,Train
68442,1,1,Train
71657,1,1,Train
15005,0,1,Train
75949,1,1,Train
11770,0,1,Train
57903,1,1,Train
36721,0,1,Train
37838,0,1,Train
15542,0,1,Train
14310,0,1,Train
63055,1,1,Train
17455,0,1,Train
49524,1,1,Train
2531,0,1,Train
38510,0,1,Train
0,0,1,Train
8718,0,1,Train
50889,1,1,Train
77620,1,1,Train
9679,0,1,Train
18398,0,1,Train
22312,0,1,Train
35132,0,1,Train
29386,0,1,Train
413,0,1,Train
24128,0,1,Train
52449,1,1,Train
54137,1,1,Train
31244,0,1,Train
23578,0,1,Train
56228,1,1,Train
48528,1,1,Train
32126,0,1,Train
23367,0,1,Train
